SUP_ID;STA_NM_ANFR;NAT_ID;COR_NB_DG_LAT;COR_NB_MN_LAT;COR_NB_SC_LAT;COR_CD_NS_LAT;COR_NB_DG_LON;COR_NB_MN_LON;COR_NB_SC_LON;COR_CD_EW_LON;SUP_NM_HAUT;TPO_ID;ADR_LB_LIEU;ADR_LB_ADD1;ADR_LB_ADD2;ADR_LB_ADD3;ADR_NM_CP;COM_CD_INSEE
74037;0140220056;23;49;20;22;N;0;58;15;W;30;74;;chem rural n°9;;;14230;14378
74037;0142290101;23;49;20;22;N;0;58;15;W;30;74;;chem rural n°9;;;14230;14378
52439;0040220069;23;43;55;52;N;5;38;12;E;15;74;La grange;D 114;;;04110;04227
105371;0120220091;23;44;53;38;N;2;45;7;E;30;74;;La Pauzo;;;12600;12280
107082;0120220109;23;44;38;9;N;2;27;10;E;7;16;;Lagarde;;;12320;12268
253787;0120180059;23;44;34;43;N;2;13;14;E;26;;;MILLAGUES;;;12300;12028
1067903;0120230038;17;44;33;59;N;2;4;49;E;6;13;;1, rue Mermoz;;;12700;12052
25915;0132700411;26;43;13;17;N;5;37;42;E;20;72;;av eugène julien;Stade Municipal;;13600;13023
108747;0060220188;17;43;51;59;N;6;45;31;E;5;16;VILLAGE;CHEM DE BRIANCONNET A GARS;;;06850;06024
250283;0040180002;17;44;10;55;N;6;37;45;E;15;;;Inconnu;Bureau des Ponts et Chaussées;;04370;04061
250476;0040180014;17;44;5;51;N;6;14;1;E;19;6;;42 BD VICTOR HUGO;;;04000;04070
67819;0282290085;4;48;28;19;N;1;39;52;E;30;17;;La Grouée;D 28;;28700;28397
8425;0290250002;17;48;27;39;N;4;25;48;W;19;20;L'Ormeau;;;;29860;29160
57339;0290270006;41;48;27;33;N;5;7;44;W;52;23;Phare du Creac'h;;;;29242;29155
263509;0290270006;17;48;27;33;N;5;7;44;W;17;23;Phare du Creac'h;;;;29242;29155
915273;0240230044;17;44;50;45;N;0;38;3;E;9;13;;Av du Barrage;usine de tuilieres;;24150;24382
916880;0240230049;11;44;52;47;N;1;13;56;E;12;13;;r denis papin;ZI MADRAZES;;24200;24520
90044;0240220086;23;45;21;8;N;1;7;8;E;24;74;Rezonzac;Château d'eau;;;24160;24463
90044;0242290080;23;45;21;8;N;1;7;8;E;24;74;Rezonzac;Château d'eau;;;24160;24463
254345;0130180031;42;43;46;55;N;4;49;57;E;12;;;Av de Van Gogh;;;13210;13100
109926;0010130092;23;46;14;18;N;5;16;34;E;40;30;Sortie Viriat;;;;01440;01451
756322;0010220010;17;46;22;0;N;5;59;49;E;8;34;bureau de poste;;;;01410;01247
74405;0172290091;4;45;47;58;N;0;26;23;W;26,3;17;Le Bourg;rue des Grelots;Château d'eau;;17770;17470
10650;0390220047;17;46;19;37;N;5;53;19;E;5;74;;r de la mairie;Au Goulet d'aval;;39310;39373
8994;0310220038;12;42;54;39;N;0;41;28;E;5;74;;av du Général de Gaulle;Autocommutateur;;31440;31471
907068;0330230048;4;44;48;17;N;0;3;46;W;50;17;Moulin de Belair Nord;18 imp du Gat;;;33350;33460
91150;02B2290073;23;42;40;48;N;9;23;21;E;13;74;terrain communal;col de teghime;;;20253;2B029
92859;0332290204;23;44;23;44;N;0;7;23;W;30;74;;CRABEY;;;33690;33235
30517;0350990452;23;48;15;42;N;1;24;28;W;30;72;;r des Monts d'Arrées;ZI de Chedeville;;35140;35253
30517;0352750527;23;48;15;42;N;1;24;28;W;30;72;;r des Monts d'Arrées;ZI de Chedeville;;35140;35253
30517;0352290362;23;48;15;42;N;1;24;28;W;30;72;;r des Monts d'Arrées;ZI de Chedeville;;35140;35253
30517;0352700088;23;48;15;42;N;1;24;28;W;30;72;;r des Monts d'Arrées;ZI de Chedeville;;35140;35253
33163;0512750319;23;49;0;45;N;4;33;54;E;30;72;Les Friches;La Grande Romanie;RD 394;;51460;51193
33163;0512290278;23;49;0;45;N;4;33;54;E;30;72;Les Friches;La Grande Romanie;RD 394;;51460;51193
33163;0512700088;23;49;0;45;N;4;33;54;E;30;72;Les Friches;La Grande Romanie;RD 394;;51460;51193
96426;0422290067;23;45;20;41;N;4;28;25;E;18;74;La Pauze;;;;42660;42224
79414;0462750037;23;44;48;14;N;1;53;36;E;45;65;LAGARRISSAL;;;;46120;46170
79414;0462180005;23;44;48;14;N;1;53;36;E;45;65;LAGARRISSAL;;;;46120;46170
79414;0462290125;23;44;48;14;N;1;53;36;E;45;65;LAGARRISSAL;;;;46120;46170
79414;0460230040;23;44;48;14;N;1;53;36;E;45;65;LAGARRISSAL;;;;46120;46170
79414;0460990043;23;44;48;14;N;1;53;36;E;45;65;LAGARRISSAL;;;;46120;46170
79414;0462700085;23;44;48;14;N;1;53;36;E;45;65;LAGARRISSAL;;;;46120;46170
96126;0402290071;4;43;56;2;N;0;54;56;W;48;34;Menjuc;r nicolas brémontier;;;40370;40243
11898;0470220009;23;44;7;50;N;0;19;25;E;34;74;GOUDOU;;;;47600;47195
12000;0480220020;23;44;19;37;N;3;10;17;E;12;74;Le Tensionnieu;;;;48500;48094
241418;0620230031;17;50;43;18;N;1;38;36;E;17;13;;RTE DE DESVRES;;;62280;62758
1023156;0620230055;17;50;12;57;N;3;4;10;E;13;13;Les Croisettes;ROUTE NATIONALE;;;62860;62081
14616;0640220023;23;43;19;30;N;1;2;5;W;10;74;;r gambetta;;;64120;64493
954357;0640230040;17;43;21;54;N;1;22;3;W;8;13;;ROUTE D'HASPARREN;D 10;POSTE HT URCURAY;64250;64160
954907;0640230053;17;43;23;9;N;1;39;29;W;6;13;;av du pr gregorio maranon;;;64500;64483
305907;0590150004;17;51;2;30;N;2;22;24;E;35;5;capitainerie/bureau Guillain;terre plein guillain;;;59640;59183
100534;0602290131;38;49;15;7;N;2;28;42;E;23;28;;2 AV PIERRE ET MARIE CURIE;;;60100;60175
98916;0552290060;4;48;45;7;N;5;1;56;E;22;17;;chem rural dit de la taimont;;;55000;55049
13436;0580590001;17;46;49;42;N;3;27;40;E;16;46;;1 r j.j. rousseau;;;58300;58095
16176;0730220040;23;45;25;8;N;5;51;24;E;21;74;AU COUZON;;;;73670;73274
16190;0730220050;23;45;52;49;N;5;50;35;E;12;74;A la grande Maison;;;;73310;73286
1022569;0730230007;23;45;40;22;N;5;58;29;E;22;13;Les Fermes;;;;73230;73098
1014738;0730230074;17;45;19;25;N;6;32;4;E;30;13;LA GOUILLE;63 KV DES MÉNUIRES;POSTE HT;;73440;73257
16432;0740220018;23;45;56;44;N;6;18;40;E;32;16;Tête noire;;;;74230;74102
967251;0740230009;23;46;4;49;N;6;3;13;E;21;13;LA CROIX BICHE;;;;74160;74296
37683;0692700163;38;45;43;30;N;4;51;37;E;25;9;;44 r ernest renan;;;69200;69259
425581;0680770002;38;47;44;54;N;7;20;21;E;25;9;;52 r sauvage;;;68100;68224
119884;0830220021;26;43;23;0;N;5;42;21;E;12;74;;pl de la victoire;;;83640;83120
106122;0832290247;23;43;28;54;N;5;44;38;E;12;74;SACCARON;A 8;;;83910;83097
241344;0780250002;17;48;46;22;N;2;0;45;E;6;20;;7 r teisserenc-de bort;B.P.202;;78190;78621
3094511;0780250002;17;48;46;25;N;2;0;40;E;16;20;;7 r teisserenc-de bort;B.P.202;;78190;78621
241342;0780250002;17;48;46;28;N;2;0;30;E;27;20;;7 r teisserenc-de bort;B.P.202;;78190;78621
479465;0770160004;17;48;22;32;N;2;54;54;E;6;35;écluse de Varennes;ch de halage;;;77130;77210
43561;0932700151;38;48;51;51;N;2;32;13;E;25,5;28;;1 r dugay trouin;Les Faucherets;;93330;93050
207010;9730040021;0;5;10;13;N;52;41;12;W;3;;Grand Pripris;ctre de controle;;;97310;97304
65532;9740220082;42;20;56;37;S;55;29;46;E;8;16;;chemin de montauban;;;97490;97411
52964;9743700140;38;20;53;9;S;55;28;10;E;14;28;BUTOR;imm le floreal;10 r leopold rambaud;;97490;97411
53122;9743700274;23;21;4;10;S;55;18;37;E;30;31;BASSIN SOURIS;6264 RTE HUBERT DELISLE;;;97434;97415
53130;9743700289;38;21;3;0;S;55;16;0;E;15;9;;84 r Joseph Hubert;;;97434;97415
22142;9880110006;23;21;42;40;S;165;49;46;E;20;47;;Villages 57 Rte Territoriale 1;;;98880;98813
22174;9880110022;23;21;18;4;S;165;42;36;E;25;47;PORO OPT;;;;98816;98808
22808;9720220011;23;14;25;57;N;60;52;46;W;25;21;;Av Nelson Mandela;;;97227;97226
62505;0860600004;38;46;34;16;N;0;38;55;E;15;22;;23 r des puys;;;86300;86070
32367;0452700070;20;47;54;18;N;1;55;22;E;46;34;;EGLISE ST MARC;Eglise St Marc;;45100;45234
41529;0832700161;23;43;5;48;N;6;8;6;E;12;72;le Palyvestre;Logement militaire;av de l'aéroport;;83400;83069
25363;0132700108;17;43;16;37;N;5;23;22;E;34;9;;199 a, av du prado;;;13008;13208
53676;0442290227;26;47;17;39;N;1;20;13;W;24;74;Les Aveneaux;;;;44450;44029
58066;0722290090;23;47;52;25;N;0;1;14;W;39;74;;LE CHAMP DES LANDES;;;72430;72293
65105;0020610006;23;49;56;46;N;3;12;32;E;17;30;villeret;;;;02490;02614
64888;0490130135;23;47;6;31;N;0;49;41;W;14;30;P.S. La Gadellerie;;;;49340;49355
53074;9743700211;23;20;57;56;S;55;19;45;E;25;31;STE THERESE;50 CHEM ST ALME;;;97419;97408
93646;0362290054;23;46;26;8;N;1;34;10;E;42;74;La Croix Rouge;La Couture;;;36270;36070
96298;0412290063;23;47;30;52;N;1;7;43;E;34;74;La Gitonnière;rte de seillac;;;41150;41137
73741;0132290330;38;43;10;32;N;5;36;30;E;24;22;Vieux Port;17, r des poilus;;;13600;13028
118657;0760580001;38;49;24;42;N;1;5;51;E;11;;;45 r Jean;;;76300;76681
98754;0542290140;38;48;41;52;N;6;12;34;E;25,8;9;;r edgar quinet;résidence st paul entrée 1;;54130;54482
107832;0922290208;38;48;52;44;N;2;14;34;E;17;9;;19 - 20 quai de Dion Bouton;;;92800;92062
114689;0480600024;23;44;50;24;N;3;11;15;E;12;46;;Fenestre;;;48310;48064
130633;9872011044;26;17;43;21;S;149;18;54;W;17;40;Taravao;chateau d'eau de taravao;;;98722;98747
135345;0830220246;38;43;47;2;N;6;31;7;E;8;34;Village;;;;83840;83020
153101;0440030358;999999999;47;15;55;N;2;20;40;W;5;;;POSTE POINCARE;;;44380;44132
153457;0220030240;999999999;48;29;2;N;3;29;41;W;10;;LE BEFFOU;RESERVOIR NO 6;LE BEFFOU;;22160;22132
148565;0060030027;17;43;42;20;N;7;17;6;E;25;9;;15 bd Delfino;;;06000;06088
164796;0130030868;999999999;43;24;3;N;5;0;35;E;4;;LAVERA GEOGAZ;NIVEAU CHARGEMENT;LAVERA GEOGAZ;;13500;13056
166400;0350030326;999999999;48;10;50;N;1;56;48;W;15;;;2 r de rennes;;;35137;35023
168854;0100030156;39;48;20;46;N;4;28;9;E;4;6;;RUE DU CANON DE L'ETAPE;BAT ENERGIE;;10500;10228
163450;0920030064;17;48;53;31;N;2;12;26;E;41;34;;88 Rue du 8 Mai 1945;Mairie;;92000;92050
161392;0060030558;999999999;44;5;21;N;7;35;47;E;10;;;ONF SAPEURS FORESTIERS;;;06430;06163
164148;0790030130;17;46;50;39;N;0;29;36;W;12;14;;4 imp du Docteur Ichon;Hôpital;;79300;79049
182033;0130030893;999999999;43;29;53;N;5;10;14;E;10;;BUTADIERE SHELL CHIMIE;SALLE DE CONTROLE EXTRACTION;BUTADIERE SHELL CHIMIE;;13130;13014
175104;0800030030;999999999;49;58;53;N;2;39;22;E;8;;;24 Grande Rue;mairie;;80300;80523
173479;0540030217;17;48;42;56;N;5;46;25;E;12;34;;1 rue du Genevaux;Mairie;;54570;54534
175748;0810030011;999999999;43;55;51;N;2;30;27;E;3;;;LE TRUEL;;;81250;81077
196091;0620030155;999999999;50;31;17;N;2;50;39;E;42;;;ZI;;;62138;62276
220214;9710260001;17;16;13;32;N;61;31;58;W;4;;Parc de balisage;pointe Fouillole;;;97110;97120
607926;0632290041;23;45;45;48;N;2;59;59;E;25;74;;MONTRODEIX;;;63870;63263
250657;0040180020;17;43;57;47;N;6;40;12;E;14;6;;Av du Foulon;D 908;;04240;04008
442612;0010034030;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
442612;0012750577;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
442612;0010130136;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
442612;0010130147;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
442612;0012700409;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
442612;0010030505;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
442612;0010130208;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
442612;0010990010;23;46;15;46;N;5;38;20;E;32;32;LA GRANDE ROCHE;Station Hertzienne;;;01100;01283
248588;9872011069;23;17;41;25;S;149;35;8;W;30;40;Pointe Teoneahu;AGENCE OPT;COTE MER;;98711;98733
253733;0032290082;23;46;31;33;N;3;29;38;E;25;74;Montedoux;D161;Près du Stade;;03340;03180
254003;9872011108;42;17;32;24;S;149;32;59;W;12;40;VETEA;lot vetea bellevue;;;98716;98736
259068;0472290128;23;44;8;49;N;0;23;27;E;30;72;Bouridou Naou;;;;47600;47195
259068;0470990028;23;44;8;49;N;0;23;27;E;30;72;Bouridou Naou;;;;47600;47195
259068;0472750084;23;44;8;49;N;0;23;27;E;30;72;Bouridou Naou;;;;47600;47195
259068;0472700039;23;44;8;49;N;0;23;27;E;30;72;Bouridou Naou;;;;47600;47195
269194;0382290284;26;45;13;42;N;5;52;42;E;26;74;;rte de Chambery;D523;Stade  Berges;38420;38538
279199;0062290430;38;43;33;27;N;7;0;50;E;26;9;;27 av st jean;;;06150;06029
279520;0620260016;41;50;43;54;N;1;35;7;E;6;23;FEU DE LA JETEE SUD OUEST;;;;62200;62160
275190;0932700241;38;48;53;15;N;2;32;28;E;10,9;22;;1 av blanche;;;93220;93032
284695;0142290189;26;49;25;30;N;0;15;34;E;27;74;;BD Judovicie / Av. Augustin;zi;;14600;14333
288267;0942700197;17;48;51;7;N;2;30;18;E;11,9;22;;10 r pasteur;;;94170;94058
289650;0512290146;23;49;9;8;N;4;4;8;E;12;74;La Croix le Prêtre;chem rural n°41 dit du château renard;;;51500;51333
289942;9743700240;26;20;58;7;S;55;21;35;E;12;31;RESERVOIR;r denis diderot;;;97419;97408
294757;0930030528;38;48;55;28;N;2;24;55;E;34;;;126 AV PAUL VAILLANT COUTURIER;SITE 12;;93120;93027
293180;0750030862;38;48;53;30;N;2;22;15;E;38;;;13 b  r curial;SITE 4;;75019;75119
293194;0750030869;38;48;50;30;N;2;24;44;E;31;;;6 AV MAURICE RAVEL;CISP SITE 73;;75012;75112
294978;0750030878;38;48;52;35;N;2;21;41;E;38;;;164 FBG ST MARTIN 9 AV DE VERDUN;SITE 98;;75010;75110
305582;9722290126;23;14;42;4;N;60;56;29;W;20;21;Lestrade;R.N. 1;;;97231;97222
309835;9722290151;23;14;39;17;N;60;56;19;W;20;21;Four à Chaux;rte départementale 1;chem rural;Terrain Marie-Alphonsine;97231;97222
306672;0072290079;23;44;28;37;N;4;13;31;E;31,1;74;;rte de Lablachère;LE fADAS;;07260;07110
220230;9710260003;41;16;20;0;N;61;0;20;W;27;23;phare pointe doublé;;;;97127;97110
311190;0910030465;17;48;41;55;N;2;11;22;E;6;22;;14 AV ST LAURENT;;;91400;91471
311194;0920030818;38;48;53;43;N;2;11;21;E;30;29;;61 AV JULES QUENTIN;;;92000;92050
315459;0130031402;23;43;49;13;N;5;1;43;E;7;30;;LES ESTRES;GARE DE PEAGE CAVAILLON;;13750;13076
315491;0090030105;17;43;14;3;N;1;38;9;E;7;30;;L AVOCAT VIEIL;GARE PEAGE POINT APPUI MAZERES;;09270;09185
317630;0330260011;41;45;34;6;N;1;3;56;W;23;23;POINTE DE GRAVE PHARE;;;;33123;33544
312213;0600030605;17;49;13;3;N;2;36;18;E;4;29;;r des otages;;;60300;60138
316032;0590260001;43;51;3;21;N;2;20;47;E;9;23;ECLUSE CHARLES DE GAULLE;Port est de Dunkerque;;;59640;59183
320728;0382290334;26;45;32;31;N;4;51;55;E;22;74;;r de la convention;;;38200;38544
322274;9713380296;11;16;12;55;N;61;24;44;W;16;44;Fond Thezan;Route de Fond Thezan;;;97180;97128
322274;9713370296;11;16;12;55;N;61;24;44;W;16;44;Fond Thezan;Route de Fond Thezan;;;97180;97128
322274;9710980296;11;16;12;55;N;61;24;44;W;16;44;Fond Thezan;Route de Fond Thezan;;;97180;97128
322274;9712170040;11;16;12;55;N;61;24;44;W;16;44;Fond Thezan;Route de Fond Thezan;;;97180;97128
317024;0592290605;26;50;16;18;N;3;58;6;E;22;24;;AV de la Gare;RTE d'Avesnes;Terrain SNCF;59600;59392
325643;0030990256;23;46;0;3;N;3;39;53;E;35;6;Ray  Lacroux;chem de marigaud à magnaud;;;03250;03113
325643;0032750175;23;46;0;3;N;3;39;53;E;35;6;Ray  Lacroux;chem de marigaud à magnaud;;;03250;03113
325643;0032700114;23;46;0;3;N;3;39;53;E;35;6;Ray  Lacroux;chem de marigaud à magnaud;;;03250;03113
325643;0032290117;23;46;0;3;N;3;39;53;E;35;6;Ray  Lacroux;chem de marigaud à magnaud;;;03250;03113
328735;0880220097;23;48;6;14;N;6;16;6;E;20;16;La Basse Chalumelle;;;;88270;88092
327484;02A2290153;26;42;6;58;N;8;40;39;E;14;74;Sagone;Route d Sagone D81;;;20160;2A348
324578;0632700159;38;45;47;30;N;3;5;26;E;14,9;28;;r fontaine du large;;;63000;63113
325118;0760260019;41;49;54;57;N;0;57;30;E;23,6;23;PHARE D'AILLY;;;;76119;76605
326276;0740030749;42;46;19;46;N;6;15;51;E;1;29;;400 RTE DE ST JOSEPH;;;74140;74070
331420;0110600041;19;43;12;12;N;2;32;32;E;85;34;Le Fort;Tour du télégraphe Chappe;;;11800;11220
329866;0760030881;17;49;56;5;N;1;5;29;E;12;;;QUAI GASTON LALITTE;;;76200;76217
338133;0682290225;17;48;4;25;N;7;20;32;E;19,1;9;;1 r de soultz;;;68000;68066
338335;0491380005;23;47;15;31;N;1;1;27;W;30;29;;r des landes;ZI de Bellevue;;49110;49218
335838;0882750207;26;48;16;22;N;6;41;40;E;30;6;Le Champ Biase;r des grands jardins;Terrain de sport;;88600;88184
335838;0882700118;26;48;16;22;N;6;41;40;E;30;6;Le Champ Biase;r des grands jardins;Terrain de sport;;88600;88184
335838;0880990306;26;48;16;22;N;6;41;40;E;30;6;Le Champ Biase;r des grands jardins;Terrain de sport;;88600;88184
335838;0882290233;26;48;16;22;N;6;41;40;E;30;6;Le Champ Biase;r des grands jardins;Terrain de sport;;88600;88184
336874;0340030491;20;43;30;30;N;3;48;6;E;15;34;;r de l'eglise;;;34110;34159
337378;0572290331;26;49;8;55;N;6;9;26;E;21;74;;50 route de Thionville;ateliers municipaux;;57140;57751
347341;02A0220219;17;42;19;4;N;8;40;4;E;8;74;Curzu;;;;20147;2A197
439568;0302700120;38;43;50;59;N;4;21;47;E;22;9;;273, 285 CHEM DU MAS DU DIABLE;;;30000;30189
439568;0302750066;38;43;50;59;N;4;21;47;E;22;9;;273, 285 CHEM DU MAS DU DIABLE;;;30000;30189
345370;0050220105;12;44;40;49;N;6;10;7;E;10;74;Pra Lagrange;;;;05260;05153
355931;0710160068;39;46;52;19;N;4;39;18;E;5;11;écluse 22;;;;71510;71171
350546;0012290291;23;45;53;36;N;5;28;56;E;25;6;CALAMENDRET AU SANGLE;chem rural du cros de l'air;;;01230;01013
350546;0010990250;23;45;53;36;N;5;28;56;E;25;6;CALAMENDRET AU SANGLE;chem rural du cros de l'air;;;01230;01013
350546;0012700144;23;45;53;36;N;5;28;56;E;25;6;CALAMENDRET AU SANGLE;chem rural du cros de l'air;;;01230;01013
350546;0012750279;23;45;53;36;N;5;28;56;E;25;6;CALAMENDRET AU SANGLE;chem rural du cros de l'air;;;01230;01013
355182;0710160031;39;46;39;0;N;4;20;20;E;3;11;ECLUSE 11 DU VERNOIS;CANAL DU CENTRE;;;71230;71486
355346;0710160037;39;46;34;17;N;4;13;38;E;3;11;ECLUSE 17 - LE CHAMP DE GRANGE;;;;71430;71340
365523;0600030652;17;49;17;15;N;2;30;19;E;5;29;;r frederic kuhlmann;;;60870;60684
608685;0512290095;38;49;15;55;N;4;2;39;E;30;28;;6 r jean urbain;;;51100;51454
608685;0510990015;38;49;15;55;N;4;2;39;E;30;28;;6 r jean urbain;;;51100;51454
366255;0740030784;17;46;1;29;N;6;51;9;E;6;22;LE BUET;ARGENTIERE;;;74740;74273
366267;0150990261;23;44;59;47;N;2;51;30;E;25,4;72;Sucal;RD 65;;;15230;15033
366267;0152750097;23;44;59;47;N;2;51;30;E;25,4;72;Sucal;RD 65;;;15230;15033
366267;0152290135;23;44;59;47;N;2;51;30;E;25,4;72;Sucal;RD 65;;;15230;15033
366267;0152700055;23;44;59;47;N;2;51;30;E;25,4;72;Sucal;RD 65;;;15230;15033
356805;0191390016;4;45;13;41;N;1;34;57;E;28;17;;2 r du 14 juillet;;;19270;19202
368014;0810230402;23;43;58;48;N;2;4;10;E;46;13;Les Pradels;;;;81150;81326
370774;0350580002;17;48;5;57;N;1;37;2;W;7;33;;1 Forum de la rocade;;;35135;35055
367508;0022700103;23;49;27;39;N;3;16;50;E;30;6;Le Champ Chardon;;;;02290;02043
367508;0022290267;23;49;27;39;N;3;16;50;E;30;6;Le Champ Chardon;;;;02290;02043
367508;0020990217;23;49;27;39;N;3;16;50;E;30;6;Le Champ Chardon;;;;02290;02043
367508;0022750238;23;49;27;39;N;3;16;50;E;30;6;Le Champ Chardon;;;;02290;02043
640726;0052290090;23;44;34;25;N;6;40;58;E;17;74;Les Claux;Allée Jean Navarre;;;05560;05177
392143;0732050011;23;45;35;53;N;5;53;45;E;17;;;106 allée des Blachères;;;73000;73065
393798;0050220110;17;44;41;44;N;5;56;14;E;7;16;Le Fort;CD n°17;;;05250;05139
395832;0312290423;38;43;37;11;N;1;28;10;E;21;9;;4 Av du Parc;;;31500;31555
398000;0400030218;17;44;2;5;N;0;20;30;W;10;;;PETIT COUTCHON;;;40120;40245
392722;0330030653;17;44;46;23;N;0;34;36;W;5;;;114 AV MAL LECLERC;;;33140;33550
674293;0592700162;23;50;22;48;N;3;6;11;E;30;27;;41 r lucien moreau;;;59119;59654
1284820;0290230015;17;47;55;27;N;3;40;30;W;7;13;LOCMARZIN;D765;;;29380;29004
862600;0840230038;17;43;55;46;N;4;46;20;E;8;13;;r michel cazaux;EDF TST;;84000;84007
403119;0922700240;38;48;53;4;N;2;16;41;E;23;9;;34 r perronet;;;92200;92051
412562;9763700044;11;12;47;23;S;45;6;6;E;12;31;CENT VILLAS;;;;97680;97617
425926;0171521014;23;45;40;9;N;0;28;42;W;22;29;Les Loges;;;;17800;17242
426154;0112290185;26;43;12;22;N;2;20;1;E;30;34;;r andré le notre;Stade Mazet;;11000;11069
424305;9723370115;23;14;44;47;N;60;58;47;W;14,3;51;;Morne Poirier;;;97220;97230
424305;9723380115;23;14;44;47;N;60;58;47;W;14,3;51;;Morne Poirier;;;97220;97230
424305;9720980115;23;14;44;47;N;60;58;47;W;14,3;51;;Morne Poirier;;;97220;97230
419879;0012700169;23;46;4;1;N;5;30;37;E;25;72;Crêt de lavocat;;;;01430;01441
429058;0342290405;17;43;17;9;N;3;26;35;E;16;9;;2 r vincent brignole;Résidence l'Amirauté;;34300;34003
427483;0040220152;17;44;15;40;N;5;57;28;E;5;16;Le Village;Autocommutateur;;;04200;04231
431486;0122290162;26;44;5;12;N;3;3;18;E;24,8;74;;407 Av de l'Europe;;;12100;12145
438760;0772700240;17;48;39;56;N;2;46;43;E;23,5;22;;r de jamard;ZI;ENTREPOT;77390;77352
438760;0772750594;17;48;39;56;N;2;46;43;E;23,5;22;;r de jamard;ZI;ENTREPOT;77390;77352
439443;0012750069;23;45;51;17;N;5;17;33;E;36;32;Les Bergeries;ZI de la Plaine de l'Ain;;;01150;01390
439443;0010990053;23;45;51;17;N;5;17;33;E;36;32;Les Bergeries;ZI de la Plaine de l'Ain;;;01150;01390
439443;0012700308;23;45;51;17;N;5;17;33;E;36;32;Les Bergeries;ZI de la Plaine de l'Ain;;;01150;01390
439443;0012290163;23;45;51;17;N;5;17;33;E;36;32;Les Bergeries;ZI de la Plaine de l'Ain;;;01150;01390
436470;0132700102;38;43;16;46;N;5;23;2;E;32,9;9;;52, Bld Perier;;;13008;13208
601010;9880110194;38;22;16;55;S;166;27;13;E;13;9;;12 r du Général Patch;imm le papou;;98800;98818
440496;0280130500;23;48;4;37;N;1;18;5;E;49;34;Macheclou;chem rural numero 10;;;28200;28088
440496;0282700004;23;48;4;37;N;1;18;5;E;49;34;Macheclou;chem rural numero 10;;;28200;28088
440496;0282750256;23;48;4;37;N;1;18;5;E;49;34;Macheclou;chem rural numero 10;;;28200;28088
440496;0280990007;23;48;4;37;N;1;18;5;E;49;34;Macheclou;chem rural numero 10;;;28200;28088
440773;0182290063;38;47;5;1;N;2;23;18;E;42,9;9;;2-4 pl juranville &1 r de l'ile d'or;;;18000;18033
440773;0182750223;38;47;5;1;N;2;23;18;E;42,9;9;;2-4 pl juranville &1 r de l'ile d'or;;;18000;18033
440773;0182700029;38;47;5;1;N;2;23;18;E;42,9;9;;2-4 pl juranville &1 r de l'ile d'or;;;18000;18033
440773;0180990004;38;47;5;1;N;2;23;18;E;42,9;9;;2-4 pl juranville &1 r de l'ile d'or;;;18000;18033
441192;0242290033;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0242700022;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0242750032;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0242230002;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0240130215;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0240130178;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0240990028;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0240220066;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
441192;0240180016;23;44;47;28;N;0;29;55;E;68;32;Marsol;VC 102;;;24240;24274
440167;0781430061;17;48;41;16;N;2;3;38;E;55;29;;102 Rte de Limours;domaine de st-paul;;78470;78575
440167;0782700143;17;48;41;16;N;2;3;38;E;55;29;;102 Rte de Limours;domaine de st-paul;;78470;78575
440167;0782750704;17;48;41;16;N;2;3;38;E;55;29;;102 Rte de Limours;domaine de st-paul;;78470;78575
440167;0782290145;17;48;41;16;N;2;3;38;E;55;29;;102 Rte de Limours;domaine de st-paul;;78470;78575
440214;0942700155;38;48;49;44;N;2;33;32;E;20;28;;5 r des acacias;;;94350;94079
440275;0772290110;23;48;46;39;N;3;3;7;E;26;74;CHAMBRISSET;Ferme du Chambrisset - D 402;RD 402;;77120;77433
440275;0770220095;23;48;46;39;N;3;3;7;E;26;74;CHAMBRISSET;Ferme du Chambrisset - D 402;RD 402;;77120;77433
441369;0332290493;12;44;34;8;N;0;2;48;E;5;74;Landerron;Voie Communale;Près du Réservoir d'eau;;33190;33221
